file,offboard_rows_total,offboard_last5s_rows,eval_rows,fresh_ratio,max_stale_s,rmse_x,rmse_y,rmse_z,rmse_yaw,rmse_xy,p95_abs_x,p95_abs_y,p95_abs_z,p95_abs_yaw,p95_xy,cmd_jitter_x,cmd_jitter_y,cmd_jitter_xy,cmd_jitter_yaw,window_t_start,window_t_end
3.15/pid_tuning_xy_fine_20260315_100354.csv,1409,151,151,1.0,0.0,0.08491823337743985,0.05738111683028405,2.5404042729991425,0.025283821072975044,0.10248755499394088,0.13306124281965157,0.09776613980731991,2.576209463470557,0.038601780576349165,0.14041945601907024,0.008286486106921134,0.009291000956453991,0.007789105947713665,0.009937027138592366,1773540298.7226377,1773540303.7226377
3.15/pid_tuning_xy_fine_20260315_095148.csv,1620,151,151,1.0,0.0,0.08045561543457674,0.07298130700203846,2.3502188865295746,0.037378279389024216,0.10862493832763402,0.13262079224714482,0.12125807170951444,2.4062028703854934,0.06825735622294252,0.17796359855514834,0.009630324620438451,0.012016535657947011,0.012176698350447645,0.018500342445567284,1773539584.6932616,1773539589.6932616
3.14/pid_tuning_xy_fine_20260314_163746.csv,1015,151,151,1.0,0.0,0.08307603059844307,0.07279417285964575,2.5423187631206665,0.02892059555466492,0.11045640978373977,0.15586696388913768,0.10043408243442163,2.6018169096767965,0.050365058395584875,0.17042637184262113,0.014954701103750695,0.015024632766865774,0.01384060076791991,0.026579141947558116,1773477506.3437793,1773477511.3437793
3.15/pid_tuning_xy_fine_20260315_102130.csv,1230,150,150,1.0,0.0,0.09178122596005134,0.06568872383716477,2.5619553908080275,0.015152158048088718,0.11286630089661528,0.13504201553545545,0.11281956726817584,2.6273886244892757,0.03275475592874099,0.15553729605017477,0.006995910611741772,0.003477874420954883,0.004480183376624175,0.0051064188417944975,1773541353.7898486,1773541358.7898486
3.15/pid_tuning_xy_fine_20260315_095446.csv,1350,150,150,1.0,0.0,0.07490480862817711,0.08969998268500666,2.4894230520196503,0.033072121415226564,0.1168623859473797,0.12566993525656323,0.1592770266377035,2.5338461347951213,0.05318428059854953,0.20136257212967235,0.010177273026501957,0.011745554983207025,0.013041191361359429,0.01369405595287732,1773539746.7108757,1773539751.7108757
3.13/kpxy=0.6.csv,1679,150,150,1.0,0.0,0.08975388619015787,0.07830810590473533,2.498999637997235,0.029084459211521807,0.11911305359457065,0.12659276272204756,0.13252226300217038,2.5475614974366896,0.0495751914424345,0.17143731409391447,0.03899806612096503,0.054457161300271596,0.046425164486862,0.029873848825984643,1773394481.1651275,1773394486.1651275
3.13/kpxy=0.8.csv,960,151,151,1.0,0.0,0.09523421971928438,0.08330710499015585,4.199429788119861,0.03562809944173251,0.12652916797079558,0.15629658296241558,0.13451314813134455,4.341854803872283,0.058427697129351884,0.19021309113639867,0.09680377235899308,0.10493245825208482,0.10494533763478657,0.060075725177017904,1773394837.1818612,1773394842.1818612
3.15/pid_tuning_xy_fine_20260315_093947.csv,1554,151,151,1.0,0.0,0.07115063167864684,0.10880016014520018,2.486423675650476,0.030240950432863335,0.12999956629116752,0.10464227375903873,0.16553980972405857,2.51988196890365,0.054253614940102154,0.16880471081658407,0.012025668775287554,0.01614376115261433,0.013907005776267625,0.021942822987494663,1773538865.4853315,1773538870.4853315
3.14/pid_tuning_xy_fine_20260314_164233.csv,1077,149,149,1.0,0.0,0.07851991653431319,0.10947136386451757,2.478835655358113,0.03699170039162701,0.13471954868879685,0.12498623038627213,0.20586561812593226,2.5509694935814857,0.07144847930255953,0.2237492127776598,0.012076472075563857,0.01848974368862889,0.012326985281456974,0.024967542132710657,1773477805.349733,1773477810.349733
3.14/pid_tuning_xy_fine_20260314_162245.csv,1550,150,150,1.0,0.0,0.08862108072376276,0.10786988749357829,2.4915962219328582,0.054786462595150666,0.13960518821492598,0.15857825260079095,0.18804566409682097,2.558859408490159,0.10220050797543911,0.19308167576329271,0.01490510300955348,0.01669401566735835,0.014517927718308328,0.018963667520317654,1773476627.622244,1773476632.622244
3.14/pid_tuning_xy_fine_20260314_161755.csv,1133,151,151,1.0,0.0,0.06048135178726642,0.13876736544147578,2.4944413517997566,0.034771668601875305,0.15137495045608812,0.10053890589466408,0.33037161986026214,2.5953677071111185,0.06035274852688301,0.3315437373923073,0.021648925956310936,0.024091767591175855,0.02496312800991125,0.023496265942441325,1773476321.116393,1773476326.116393
3.15/pid_tuning_xy_fine_20260315_101056.csv,1740,151,151,1.0,0.0,0.12881417076102192,0.09766478438739755,2.457748291150855,0.032218972923738466,0.16165240702905287,0.24080327919377417,0.21850496603587552,2.5542645801657526,0.05229671219429664,0.24446005775534774,0.011569704910212768,0.00865627051937305,0.012490088200084598,0.016384603407179052,1773540731.7819521,1773540736.7819521
3.14/pid_tuning_xy_fine_20260314_163212.csv,896,151,151,1.0,0.0,0.09519412796341471,0.1437606793155348,2.340949214472133,0.036616728865466866,0.1724211556508627,0.14540600894494068,0.23515074152335325,2.385143008948639,0.05599931011606744,0.25127603239006313,0.025859512055538617,0.025439968573548414,0.021877666502682625,0.02296830727602955,1773477183.7208786,1773477188.7208786
3.13/1.csv,1020,150,150,1.0,0.0,0.14386271216144453,0.11570600510640064,4.290315044681108,0.0253789203918366,0.18461949942551859,0.24081754712594353,0.21810101837964532,4.394315524763732,0.059092472928416746,0.26000303501963,0.06557709128981108,0.06225641228945534,0.06700605790138253,0.0643117620471259,1773393909.394646,1773393914.394646
3.15/pid_tuning_xy_fine_20260315_095709.csv,1530,150,150,1.0,0.0,0.17671286908408732,0.0796695316382188,2.5104675892516495,0.0686984358800151,0.19384187465917396,0.2620953334713093,0.13316362097625853,2.6148149926206834,0.11999054895179621,0.28902387354378234,0.013122659869784828,0.013034421268583852,0.014594994181487735,0.024876643851163657,1773539906.714827,1773539911.714827
"3.13/kpxy=0.8,kdxy=0.2.csv",630,150,149,0.9933333333333333,0.0,0.08261834493882803,0.19783231958070338,5.605954153582693,0.028321860658346146,0.21439080575228214,0.1454123275666236,0.4087245090829132,5.873158098912981,0.07161595174097128,0.4112810689715347,0.2866063300228774,0.252847374759037,0.31187218125924177,0.05531612614939268,1773394978.174417,1773394983.174417
3.14/pid_tuning_xy_fine_20260314_161110.csv,1708,147,147,1.0,0.0,0.17480770499070225,0.13224820015666897,2.5171673547889872,0.12776842205714883,0.21919698941544505,0.298060524727425,0.22401515065188823,2.589672661265064,0.2248914641800325,0.34783216965675406,0.03858239033367056,0.028286887032625274,0.04118202430793382,0.033915595574084044,1773475937.1096044,1773475942.1096044
3.14/pid_tuning_xy_fine_20260314_161606.csv,1106,150,150,1.0,0.0,0.09426854403255724,0.20178772898581557,2.5157322297644775,0.05753840499514384,0.22272145375619104,0.16666449252994212,0.28959084364702364,2.566353545579031,0.10415748049618281,0.31387459185356226,0.024760990589992714,0.04369895299708929,0.029708600389687496,0.025230203934937714,1773476209.1460114,1773476214.1460114
3.15/pid_tuning_xy_fine_20260315_101340.csv,1620,151,151,1.0,0.0,0.18830995803027226,0.12417146419289256,2.4840040778283936,0.04754284174614785,0.22556416562293255,0.3826375089179542,0.20538957661798213,2.5253293598193083,0.07932943654066163,0.3914765228641077,0.013840496511330125,0.01593253386033959,0.013177584767001557,0.02786326036258182,1773540906.7867067,1773540911.7867067
3.14/pid_tuning_xy_fine_20260314_163353.csv,1256,150,150,1.0,0.0,0.05815995142227456,0.2194689960220242,2.4209368119126635,0.06147888735207704,0.22704453343861114,0.08091174183592027,0.2909760559695727,2.4645028741325965,0.12652787135031457,0.2979302175318194,0.018036180988025136,0.02647548890496736,0.022507234381375137,0.02414294657838388,1773477281.741517,1773477286.741517
3.15/pid_tuning_xy_fine_20260315_100122.csv,900,151,151,1.0,0.0,0.18297798327960998,0.14075938721242848,2.4566509618034074,0.043112743442019145,0.23085525216787162,0.2956678841190144,0.22395529366164996,2.5333397487568137,0.08131058961376111,0.3207238560963911,0.020569066094839612,0.019985925534625585,0.02070742892296083,0.028477457647590104,1773540130.723133,1773540135.723133
3.14/pid_tuning_xy_fine_20260314_162609.csv,2060,150,150,1.0,0.0,0.16515133587299421,0.2702411893422773,2.4709196370968565,0.04275195323574469,0.3167100632404393,0.28407673697809305,0.4106839695078871,2.526658426358671,0.0668623303620065,0.42460370413914733,0.030450300781682357,0.056564662285078324,0.028392449302458066,0.029940212167606617,1773476867.6569855,1773476872.6569855
3.15/pid_tuning_xy_fine_20260315_100637.csv,599,151,112,0.7417218543046358,0.8663439750671387,0.49550273568679376,0.5007272915344171,2.505053210032277,0.2017022661496958,0.704450694910928,0.6521137587475451,0.7203416567813858,2.5657714653244854,0.07219120483920591,0.825085974870109,0.17206346118455024,0.05245549640749246,0.09616465900788564,0.2235687686684374,1773540433.7290394,1773540438.7290394
