name	score	xy_rmse	xy_p95	yaw_p95	cmd_jitter_xy	cmd_jitter_yaw	aruco_ratio	max_stale_s	hz
kpxy=1.0,kdxy=0.05.csv	0.03676897652685789	0.10899195211013472	0.24229532423506758	0.0760314712110382	0.038542847741046854	0.04966744332771828	0.9185888738127544	6.512378020977465	29.942979257634036
kpxy=0.8,kdxy=0.05.csv	0.21744626909352605	0.150460376858176	0.3408350175274071	0.09318847667082973	0.030970235296163957	0.08143477809252195	0.9022591055786077	5.401803256840723	29.989985250730264
kpxy=1.0,kdxy=0.05,kdyaw=0.05.csv	0.2683252662342341	0.1476067448152033	0.2965085267336903	0.10926793217430021	0.04723495163847115	0.03737405607049448	0.7280846840886537	24.50646370913634	29.951281780665685
2.csv	0.38578090304972606	0.22393376462731776	0.4332906338816254	0.06535683760450456	0.043246095204129566	0.041827432530914053	0.554945054945055	15.32419942385463	29.952625080400043
kpxy=0.6.csv	0.4567170297786416	0.21650932425195477	0.4498022518169839	0.12913490168947755	0.07572880121931007	0.052233948122478294	0.8569332355099046	9.570452368587528	29.988133156798458
kpxy=0.8.csv	0.5645653175308313	0.22484172011726006	0.47500441525566733	0.1792993121629307	0.11563467498139034	0.05904569712219719	0.8954136305186455	7.602487015683287	29.990186044337243
kpxy=0.8,kdxy=0.2.csv	0.5873616545431752	0.24780318558717573	0.48448318704339416	0.0792771239972953	0.41566625237324856	0.051032485591289034	0.8931888544891641	6.707644377901927	29.965810450862104
1.csv	0.6744343353911418	0.28067676629858573	0.6682391679467418	0.08740018709422656	0.08439038630260524	0.0664112285159106	0.8166815343443354	13.355929337671324	29.94924500474649
