timestamp,aruco_id,x,y,z,roll,pitch,yaw
2026-02-23 20:46:13.494,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.520,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.560,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.606,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.640,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.679,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.724,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.854,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.955,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.959,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.963,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:13.966,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:14.002,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:14.043,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:14.082,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:14.124,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:14.164,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:14.204,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 20:46:14.244,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
