ros_time_sec,mode,armed,connected,aruco_fresh,aruco_age_sec,aruco_x,aruco_y,aruco_z,aruco_yaw_rad,local_pose_fresh,local_pose_age_sec,local_x,local_y,local_z,local_yaw_rad,setpoint_fresh,setpoint_age_sec,sp_frame,sp_type_mask,sp_vx,sp_vy,sp_vz,sp_yaw_rate,target_x,target_y,target_yaw,target_z,kp_xy,ki_xy,kd_xy,kp_x,ki_x,kd_x,kp_y,ki_y,kd_y,kp_yaw,ki_yaw,kd_yaw,kp_z,ki_z,kd_z,vxy_limit,vz_limit,wz_limit,velocity_deadband,yaw_rate_deadband
1773645819.1623924,,-1,-1,0,1000000000.0,nan,nan,nan,nan,0,1000000000.0,nan,nan,nan,nan,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.1736073,,-1,-1,0,1000000000.0,nan,nan,nan,nan,0,1000000000.0,nan,nan,nan,nan,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.207567,,-1,-1,0,1000000000.0,nan,nan,nan,nan,0,1000000000.0,nan,nan,nan,nan,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.2398567,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.012193852,-1.6388949155807495,2.1659250259399414,-1.9659919738769531,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.2733698,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.010924815,-1.6394869089126587,2.166074514389038,-1.9622745513916016,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.3065374,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.011643963,-1.6400262117385864,2.166217803955078,-1.9589500427246094,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.340187,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.045293389,-1.6400262117385864,2.166217803955078,-1.9589500427246094,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.3786252,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.011869111,-1.6417611837387085,2.16628360748291,-1.951620101928711,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.429594,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.033207704,-1.642507553100586,2.1663267612457275,-1.9484310150146484,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.451415,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.084570389,-1.642507553100586,2.1663267612457275,-1.9484310150146484,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.4900544,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.001442982,-1.6434171199798584,2.1670539379119873,-1.9444599151611328,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.5237737,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.032332945,-1.6442450284957886,2.1677467823028564,-1.9408798217773438,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.55357,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.028147777,-1.6450140476226807,2.1684134006500244,-1.93756103515625,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.5829742,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.009605463,-1.6455610990524292,2.1683590412139893,-1.9349479675292969,0.0,0,1000000000.0,-1,-1,nan,nan,nan,nan,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.6300156,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.023752555,-1.6470048427581787,2.1682205200195312,-1.9279117584228516,0.0,1,0.0448045,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.641172,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.009427833,-1.6476595401763916,2.1682112216949463,-1.9243125915527344,0.0,1,0.003585926,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.678632,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.014068908,-1.6482746601104736,2.1682326793670654,-1.9207592010498047,0.0,1,0.009510111,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.7095559,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.012421537,-1.6488271951675415,2.168259859085083,-1.91748046875,0.0,1,0.011632093,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.7415144,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.002931314,-1.6499722003936768,2.1683406829833984,-1.9141407012939453,0.0,1,0.001977185,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.7730546,,-1,-1,0,1000000000.0,nan,nan,nan,nan,1,0.016230889,-1.6513220071792603,2.168454647064209,-1.9109821319580078,0.0,1,0.007865037,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.8156388,POSCTL,0,1,0,1000000000.0,nan,nan,nan,nan,1,0.014969871,-1.6525688171386719,2.168574810028076,-1.9079837799072266,0.0,1,0.004058981,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
1773645819.8477073,POSCTL,0,1,0,1000000000.0,nan,nan,nan,nan,1,0.048698074,-1.6525688171386719,2.168574810028076,-1.9079837799072266,0.0,1,0.01810537,8,1479,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.08,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.02,0.6,0.0,0.06,1.0,0.5,1.0,0.03,0.03
