timestamp,aruco_id,x,y,z,roll,pitch,yaw
2026-02-23 19:49:00.473,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.570,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.574,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.593,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.634,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.672,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.713,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.755,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.796,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.833,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.874,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.914,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:00.955,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.035,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.076,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.115,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.156,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.195,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.235,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.276,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.316,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.357,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.396,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.437,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.476,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.517,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
2026-02-23 19:49:01.558,42,-0.000513,-0.000114,0.042312,-3.139661,0.024809,0.002377
